FpZ,FC3,FC4,FCz,O1,O2,Fp2
0.153944003351068,0.288188837889878,0.0908183932298658,0.32248387483971,0.10499737509156,0.228207467860593,0.142864159152945
0.184327887817635,0.319850875020106,0.0818258315740516,0.353347039438938,0.126328831024278,0.227412318096021,0.17496931716542
0.178381740566663,0.315599586461008,0.0721401569892066,0.353132094951817,0.101577786398931,0.224949308747689,0.174940296735917
0.204131202228928,0.342493498280332,0.0865111060302064,0.37060399171433,0.122095408742012,0.206052624099613,0.195621556558345
0.203997730988664,0.348053284693656,0.0901637178088304,0.38707579153097,0.154885642300555,0.207031255081295,0.194849669063297
0.204290221588146,0.358083908525237,0.057179570691559,0.394426332366914,0.151620931815923,0.186118114956075,0.196175343077115
0.207840325787123,0.336163832512421,0.045925948135738,0.393741371472122,0.123574661610438,0.191080103982251,0.204611052565956
0.237683114439732,0.340233597103433,0.0357545620876773,0.39456893385891,0.149572469705099,0.224288559044406,0.205829976650492
0.215872604265025,0.352679848458576,0.0506848043480974,0.411249399367587,0.138956779212492,0.211068962196931,0.198403969129909
0.210493637509466,0.329238138278307,0.0531734045016849,0.38066857362265,0.137792452875147,0.225351179659029,0.197970453082179
0.216735332425714,0.325353832919865,0.0536566375430596,0.382323277410198,0.119845916799293,0.229747901929368,0.21862922790604
0.214576158260328,0.325736198644205,0.0508072634785997,0.384215989444073,0.113911575657598,0.207210766522136,0.218585980319231
0.235973268215384,0.323737087751674,0.0330852094881387,0.375670040200009,0.108146209542192,0.20166739165235,0.218441709257965
0.257882870382634,0.330351777590466,0.0221803352439418,0.382144231911378,0.104535047130866,0.196510342039859,0.227725143476485
0.287178806843249,0.354701584807788,0.0486396607374547,0.4113683061342,0.108628527506795,0.19000987377326,0.260286885339636
0.253908581507635,0.342640512248538,0.0482446540460334,0.407588102649713,0.104932340802617,0.188311547364701,0.229387165086572
0.265648974535177,0.30993539283654,0.0418298768204119,0.378217338459026,0.0982122910454388,0.185705119300245,0.248364412499141
0.23327788938463,0.288106212000539,0.0602231162255806,0.362335620441331,0.0856990228145185,0.183760290102049,0.217527698735785
0.234214012581151,0.293582538698766,0.0393402144352967,0.366738040572081,0.0935410487848136,0.153526715242318,0.214361366939355
0.227006457835898,0.293112045306287,0.0316448399562441,0.368662684194523,0.099215606265567,0.151997031073461,0.213867938519093
0.24288778566297,0.293020483354167,0.0414782732395515,0.369253887424519,0.12644021608771,0.123440592188616,0.224291793938328
0.227561544439252,0.274274847146285,0.0693842946654392,0.347291498364261,0.108356440487619,0.123238633081992,0.217890613948273
