FpZ,FC3,FC4,FCz,O1,O2,Fp2
0.017034721681681,0.0631852165169922,0.134371258363909,0.0764762650242367,0.0470474775896796,-0.0857158222799945,0.00588751138141114
-0.0133491627848859,0.0315231793867635,0.143363820019723,0.0456131004250084,0.0257160216569615,-0.0849206725154229,-0.0262176466310645
-0.00740301553391398,0.0357744679458618,0.153049494604568,0.0458280449121303,0.0504670662823088,-0.0824576631670907,-0.0261886262015615
-0.0331524771961785,0.0088805561265376,0.138678545563569,0.028356148149617,0.0299494439392275,-0.0635609785190145,-0.0468698860239893
-0.0330190059559148,0.00332076971321404,0.135025933784945,0.0118843483329771,-0.00284078961931547,-0.0645396095006968,-0.0460979985289409
-0.0333114965553968,-0.00670985411836683,0.168010080902216,0.00453380749703247,0.000423920865316507,-0.0436264693754765,-0.0474236725427587
-0.0368616007543741,0.0152102218944483,0.179263703458037,0.00521876839182489,0.0284701910708017,-0.0485884584016524,-0.0558593820316003
-0.0667043894069824,0.0111404573034369,0.189435089506098,0.00439120600503701,0.0024723829761408,-0.0817969134638075,-0.0570783061161364
-0.0448938792322759,-0.00130579405170606,0.174504847245677,-0.0122892595036397,0.013088073468747,-0.0685773166163332,-0.0496522985955534
-0.0395149124767163,0.0221359161285623,0.17201624709209,0.018291566241297,0.0142523998060921,-0.0828595340784302,-0.0492187825478234
-0.0457566073929648,0.0260202214870051,0.171533014050715,0.0166368624537487,0.0321989358819462,-0.0872562563487697,-0.0698775573716844
-0.043597433227579,0.0256378557626644,0.174382388115175,0.014744150419874,0.0381332770236415,-0.0647191209415381,-0.069834309784875
-0.0649945431826347,0.0276369666551955,0.192104442105636,0.0232900996639384,0.0438986431390469,-0.059175746071752,-0.0696900387236089
-0.0869041453498843,0.0210222768164042,0.203009316349833,0.0168159079525693,0.0475098055503735,-0.0540186964592606,-0.0789734729421291
-0.116200081810499,-0.00332753040091777,0.17654999085632,-0.0124081662702529,0.043416325174444,-0.0475182281926614,-0.11153521480528
-0.0829298564748857,0.00873354215833144,0.176944997547741,-0.00862796278576639,0.0471125118786224,-0.0458199017841023,-0.0806354945522163
-0.0946702495024277,0.04143866157033,0.183359774773363,0.0207428014049209,0.0538325616358006,-0.043213473719647,-0.0996127419647851
-0.0622991643518805,0.0632678424063304,0.164966535368194,0.0366245194226163,0.0663458298667209,-0.0412686445214508,-0.0687760282014293
-0.0632352875484019,0.0577915157081035,0.185849437158478,0.032222099291866,0.0585038038964258,-0.0110350696617202,-0.0656096964049992
-0.0560277328031486,0.0582620091005832,0.193544811637531,0.0302974556694239,0.0528292464156725,-0.00950538549286317,-0.0651162679847371
-0.0719090606302203,0.0583535710527023,0.183711378354223,0.0297062524394275,0.0256046365935297,0.0190510533919821,-0.0755401234039724
-0.0565828194065027,0.0770992072605846,0.155805356928336,0.0516686414996859,0.0436884121936203,0.019253012498606,-0.0691389434139171
-0.0506844901284008,0.0589840113492218,0.148501684187138,0.0684388332186632,0.0297262870029359,-0.00380921779409993,-0.0750806203241714
