,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.277384298156956,0.5914285862041957,0.5511652572571681,0.6520435940794583,0.3086591256624346,0.24560296717439425,0.31571687816773747,0.42028581524319203,0.598212479180274,,,,,,,,
boredom,0.2697358086886074,0.4866725404955554,0.47881181667783757,0.5598018579530237,0.19075638536889655,0.19934240925174873,0.18071656625711885,0.26558507465397774,0.5084287383754722,0.10475604570864028,0.07235344057933057,0.0922417361264346,0.22465441732392194,0.360480440472138,0.358967971127193,0.08978374080480182,0.31470094297441764
flow,0.21766621491679103,0.37336374760989466,0.42038739368703926,0.4289632623751011,0.24012429104201582,0.1504905166811824,0.11267378119923147,0.2803129467624334,0.40757146789067833,0.21806483859430104,0.13077786357012888,0.22308033170435726,0.38439285840526105,0.35744240314903797,0.382010450020848,0.19064101128959574,0.3746152371917157
flow_ultra,0.21496824850311763,0.4189219352489226,0.43062588681527425,0.5001086027135275,0.20982711340456717,0.14453438182062764,0.12121070901859858,0.26340107267473684,0.4498854749259081,0.17250665095527312,0.12053937044189389,0.1519349913659308,0.312777269642614,0.32559765245919103,0.34975847458241,0.14832700425436593,0.32937779889473834
overload,0.23288575337042167,0.47863973436968804,0.48562953739839076,0.5746265398919836,0.2987772008974844,0.28097545764981896,0.12581273304147408,0.2731469531439067,0.5129652705533542,0.11278885183450765,0.06553571985877737,0.07741705418747469,0.294623088594708,0.34287171621757,0.32165657471146697,0.08524720862691991,0.319717126507915
