ECG
-19.22607421875
-28.38134765625
-24.71923828125
-5.4931640625
-20.1416015625
-37.53662109375
-43.02978515625
-48.52294921875
-43.02978515625
-58.59375
-65.91796875
-72.32666015625
-86.0595703125
-85.14404296875
-86.97509765625
-90.63720703125
-113.525390625
-110.77880859375
-122.6806640625
-118.10302734375
-105.28564453125
-108.94775390625
-95.21484375
-86.0595703125
-100.7080078125
-97.96142578125
-99.79248046875
-105.28564453125
-115.3564453125
-130.0048828125
-112.60986328125
-111.6943359375
-123.59619140625
-118.10302734375
-107.11669921875
-103.45458984375
-97.0458984375
-93.3837890625
-112.60986328125
-106.201171875
-99.79248046875
-100.7080078125
-109.86328125
-102.5390625
-98.876953125
-109.86328125
-108.0322265625
-105.28564453125
-104.3701171875
-122.6806640625
-143.73779296875
-149.23095703125
-173.9501953125
-218.81103515625
-245.361328125
-240.78369140625
-192.2607421875
-145.56884765625
-106.201171875
-58.59375
0
64.0869140625
135.498046875
248.10791015625
327.7587890625
444.9462890625
569.4580078125
684.814453125
787.353515625
831.298828125
790.10009765625
655.517578125
485.2294921875
388.18359375
343.32275390625
249.0234375
156.55517578125
75.98876953125
13.73291015625
-37.53662109375
-48.52294921875
-65.00244140625
-65.00244140625
-59.50927734375
-34.7900390625
-12.8173828125
-17.39501953125
-15.56396484375
-30.21240234375
-29.296875
-15.56396484375
-24.71923828125
-33.87451171875
-37.53662109375
-45.7763671875
-49.4384765625
-52.18505859375
-57.67822265625
-60.4248046875
-65.91796875
-72.32666015625
-67.7490234375
-74.15771484375
-83.31298828125
-77.81982421875
-70.49560546875
-52.18505859375
-52.18505859375
-55.84716796875
-69.580078125
-64.0869140625
-56.7626953125
-65.00244140625
-67.7490234375
-60.4248046875
-61.34033203125
-56.7626953125
-52.18505859375
-51.26953125
-36.62109375
-34.7900390625
-48.52294921875
-37.53662109375
-54.931640625
-43.9453125
-37.53662109375
-47.607421875
-42.1142578125
-41.19873046875
-43.9453125
-36.62109375
-32.958984375
-33.87451171875
-36.62109375
-36.62109375
-31.1279296875
-29.296875
-39.36767578125
-37.53662109375
-32.04345703125
-21.97265625
-27.4658203125
-32.04345703125
-27.4658203125
-34.7900390625
-31.1279296875
-8.23974609375
-10.07080078125
-1.8310546875
5.4931640625
-2.74658203125
-3.662109375
-4.57763671875
0.91552734375
0
9.1552734375
10.07080078125
12.8173828125
10.07080078125
10.986328125
-0.91552734375
4.57763671875
19.22607421875
17.39501953125
22.88818359375
31.1279296875
35.70556640625
40.283203125
41.19873046875
57.67822265625
56.7626953125
43.02978515625
59.50927734375
54.01611328125
53.1005859375
56.7626953125
65.00244140625
65.00244140625
76.904296875
75.98876953125
78.7353515625
73.2421875
76.904296875
93.3837890625
91.552734375
97.96142578125
95.21484375
92.46826171875
98.876953125
101.62353515625
108.94775390625
106.201171875
114.44091796875
121.76513671875
121.76513671875
111.6943359375
106.201171875
101.62353515625
129.08935546875
146.484375
142.822265625
138.24462890625
134.58251953125
127.25830078125
118.10302734375
119.0185546875
117.1875
110.77880859375
97.0458984375
87.890625
77.81982421875
68.66455078125
54.01611328125
46.69189453125
44.86083984375
32.04345703125
18.310546875
14.6484375
-6.40869140625
-7.32421875
-12.8173828125
-21.05712890625
-25.634765625
-32.04345703125
-39.36767578125
-45.7763671875
-46.69189453125
-51.26953125
-57.67822265625
-53.1005859375
-67.7490234375
-75.0732421875
-71.4111328125
-67.7490234375
-83.31298828125
-75.0732421875
-85.14404296875
-91.552734375
-74.15771484375
-80.56640625
-63.17138671875
-65.91796875
-81.48193359375
-90.63720703125
