,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.19052382335782553,0.33735332737490287,0.3365842940214391,0.33258971466453846,0.1891479303311343,0.19451765843165336,0.18744321602491384,0.2525942806009153,0.3355091120202935,,,,,,,,
boredom,0.16539613676384704,0.171575556604889,0.18517341973884463,0.2127026005211262,0.11146403557095795,0.10660927624717541,0.14439655448188288,0.19908408881820655,0.1898171922882866,0.16577777077001388,0.15141087428259445,0.11988711414341227,0.3529599272393739,0.3528298832977107,0.2738422445251764,0.14569191973200687,0.32654401835408703
flow,0.16988890805656814,0.2666515518662492,0.18143375323274927,0.2512138569321231,0.11302117588654113,0.1265414836356526,0.12210752637175397,0.19823724391332442,0.23309972067704052,0.07070177550865364,0.1551505407886898,0.08137585773241535,0.3148087066014463,0.3775281470118933,0.307460274395573,0.10240939134325293,0.33326570933630423
flow_ultra,0.1900704651480916,0.26073469122884446,0.24142516771408554,0.3091285026154143,0.14926814968555482,0.13271975086636012,0.17034730808505447,0.1993627157914264,0.27042945385278144,0.0766186361460584,0.09515912630735354,0.023461212049124158,0.3148087066014463,0.33505207064643794,0.307460274395573,0.06507965816751203,0.3191070172144857
overload,0.16392387010310608,0.14748612556616786,0.19335206796080048,0.22212054298999215,0.10517787366649517,0.08569367984336211,0.14851798630680238,0.19276938436055363,0.18765291217232016,0.189867201808735,0.1432322260606386,0.11046917167454631,0.3379385833829092,0.3423463223534962,0.245097958948358,0.1478561998479733,0.30846095489492115
