,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.2762294247278164,0.18401085904487166,0.5187308639078051,0.5329652198232776,0.12597949731082383,0.204711812172432,0.16279416643548444,0.2864888347746445,0.4119023142586515,,,,,,,,
boredom,0.309945366785586,0.35783432794460546,0.34243462402854014,0.4388573874336333,0.3220385681518639,0.3147332561211821,0.23172240571561029,0.22812939995963732,0.3797087798022596,-0.1738234688997338,0.17629623987926496,0.09410783238964432,0.10281120341567601,0.3136986160384301,0.315190874586872,0.03219353445639183,0.24390023134699268
flow,0.22953396205998988,0.26051387479334054,0.4109399549273138,0.5415293641787696,0.12158886549086637,0.15215732069859803,0.15952058213785372,0.2059701468363942,0.404327731299808,-0.07650301574846888,0.10779090898049132,-0.00856414435549202,0.200117850881506,0.38032978984197396,0.307154819094375,0.007574582958843473,0.29586748660595164
flow_ultra,0.22232689199189296,0.2904447112017338,0.4052640684486155,0.5615796026035808,0.15212569778893195,0.19374851841886495,0.12729988497293737,0.18102109143851422,0.41909612741797675,-0.10643385215686216,0.11346679545918958,-0.02861438278030315,0.08129183899756498,0.376140618479766,0.13604422911401204,-0.007193813159325241,0.19782556219711434
overload,0.15357798219579263,0.2606629969423915,0.2531291699012818,0.3981638852824966,0.11220449170866645,0.12525558809257908,0.11019978321284678,0.21818500639237712,0.3039853507087233,-0.07665213789751982,0.2656016940065233,0.13480133454078103,0.240823889209553,0.524219679555295,0.30589143949756903,0.10791696354992815,0.3569783360874723
