,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.20226842502785733,0.23063745950987466,0.2166433770543652,0.3083191008279732,0.18885204127605115,0.23044028834223665,0.15707694413669726,0.21917680516786509,0.25186664579740436,,,,,,,,
boredom,0.12529301743144675,0.15575269129383812,0.1659737994202258,0.20989268514542678,0.12839146466625875,0.1365732326704607,0.12341366549770594,0.16431265186304528,0.17720639195316357,0.07488476821603654,0.0506695776341394,0.09842641568254643,0.3080793578446318,0.2753935298183182,0.257095767169565,0.07466025384424078,0.28018955161083836
flow,0.22190528480614988,0.2611820755574439,0.27918427372545906,0.31688872237471427,0.224777687144671,0.16021468616890988,0.20835440888309,0.154125777558509,0.2857516905525391,-0.030544616047569223,-0.06254089667109386,-0.008569621546741069,0.175217456070542,0.20657733350536,0.19939498822740004,-0.033885044755134715,0.19372992593443403
flow_ultra,0.14419335940804381,0.2152760447979976,0.19145911201030252,0.23107719002343696,0.1147826158895139,0.13636915721433587,0.13760541531669687,0.13936299212719874,0.21260411561057904,0.015361414711877047,0.02518426504406268,0.07724191080453624,0.1635030241689095,0.20657733350536,0.20189354220099498,0.03926253018682532,0.19065796662508816
overload,0.11925448602265545,0.12857455744109994,0.11230720474374241,0.14076291017881332,0.12317732214045371,0.11938520883183217,0.12288815709502034,0.17084170272067875,0.12721489078788523,0.10206290206877472,0.1043361723106228,0.1675561906491599,0.3063833854582109,0.27147424166312784,0.320393878617527,0.12465175500951914,0.2994171685796219
