,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.32569171565162275,0.2715665163609579,0.24656493429055248,0.47808112269310127,0.1179414744852647,0.13663158254584892,0.22040545957850938,0.25669754365797964,0.3320708577815372,,,,,,,,
boredom,0.13362169087311754,0.2682928827672663,0.13613578729717343,0.3319118837260045,0.09765736752681817,0.09011495986745172,0.13341637003222928,0.18391007230625298,0.2454468512634814,0.003273633593691594,0.11042914699337905,0.14616923896709677,0.198951766209185,0.32918195954763474,0.387619361566813,0.0866240065180558,0.30525102910787755
flow,0.2531737613508446,0.3002067171978953,0.29087891430440366,0.43528662616684133,0.12028572313248428,0.128627902575861,0.17571543753979535,0.15956322779745247,0.34212408588971344,-0.028640200836937413,-0.04431398001385117,0.04279449652625994,0.18335791843855997,0.14536756952945995,0.21838919737675505,-0.010053228108176215,0.18237156178159167
flow_ultra,0.2509268915205061,0.3053554928149576,0.27138510253826653,0.4443611971667996,0.09252954985491083,0.11095757266336673,0.16905417376425855,0.15671334230301256,0.34036726417334123,-0.0337889764539997,-0.024820168247714047,0.03371992552630165,0.18335791843855997,0.17504871084796703,0.196080205555477,-0.008296406391804031,0.18482894494733468
overload,0.18858943075218573,0.26572641824841725,0.1024752200593509,0.35318063199164784,0.09668659907850718,0.09934834149796695,0.16335760187522172,0.19232479735794303,0.24046075676647197,0.005840098112540659,0.1440897142312016,0.12490049070145343,0.1730003688908,0.4142908712106702,0.34950924450272,0.09161010101506523,0.31226682820139673
