RR_Interval_ms
970.0
916.0
940.0
858.0
844.0
856.0
882.0
922.0
946.0
892.0
920.0
914.0
866.0
880.0
898.0
872.0
882.0
916.0
892.0
934.0
964.0
930.0
906.0
916.0
932.0
884.0
942.0
990.0
986.0
962.0
1000.0
1000.0
936.0
970.0
984.0
934.0
952.0
980.0
958.0
950.0
982.0
1026.0
946.0
964.0
1004.0
956.0
976.0
1000.0
980.0
926.0
964.0
1012.0
1010.0
984.0
1016.0
998.0
924.0
940.0
954.0
904.0
932.0
956.0
962.0
926.0
978.0
1004.0
940.0
936.0
964.0
970.0
930.0
978.0
994.0
924.0
962.0
982.0
924.0
926.0
946.0
958.0
898.0
940.0
962.0
946.0
926.0
938.0
910.0
894.0
924.0
926.0
912.0
966.0
1020.0
1008.0
988.0
1020.0
1024.0
964.0
990.0
880.0
884.0
912.0
884.0
938.0
1018.0
1058.0
982.0
978.0
982.0
914.0
856.0
880.0
916.0
934.0
982.0
1044.0
1072.0
1034.0
1096.0
1104.0
1022.0
1050.0
1052.0
992.0
1008.0
1002.0
964.0
962.0
994.0
998.0
936.0
954.0
988.0
988.0
968.0
998.0
1024.0
948.0
962.0
994.0
1024.0
954.0
982.0
1024.0
1038.0
976.0
1020.0
1032.0
1008.0
1002.0
1022.0
1028.0
978.0
1012.0
1026.0
1014.0
956.0
1000.0
1022.0
1044.0
984.0
1018.0
1034.0
988.0
954.0
976.0
998.0
936.0
966.0
942.0
852.0
830.0
794.0
786.0
838.0
856.0
834.0
856.0
890.0
884.0
840.0
852.0
868.0
844.0
830.0
838.0
838.0
824.0
844.0
868.0
872.0
892.0
936.0
986.0
964.0
972.0
988.0
978.0
936.0
940.0
938.0
912.0
892.0
894.0
918.0
912.0
890.0
910.0
934.0
912.0
910.0
930.0
952.0
910.0
904.0
942.0
970.0
928.0
944.0
942.0
924.0
872.0
890.0
924.0
922.0
896.0
912.0
914.0
864.0
856.0
874.0
894.0
880.0
916.0
960.0
976.0
912.0
928.0
936.0
904.0
892.0
930.0
968.0
960.0
920.0
928.0
932.0
890.0
884.0
902.0
938.0
912.0
910.0
934.0
940.0
900.0
900.0
926.0
932.0
888.0
898.0
928.0
948.0
928.0
948.0
974.0
988.0
914.0
926.0
910.0
890.0
866.0
890.0
918.0
902.0
902.0
932.0
952.0
916.0
894.0
916.0
946.0
916.0
892.0
912.0
942.0
916.0
910.0
928.0
916.0
870.0
894.0
930.0
960.0
908.0
944.0
966.0
946.0
906.0
930.0
954.0
932.0
872.0
872.0
904.0
920.0
898.0
884.0
894.0
898.0
866.0
860.0
876.0
882.0
856.0
864.0
884.0
896.0
868.0
882.0
886.0
898.0
856.0
860.0
872.0
874.0
854.0
866.0
882.0
866.0
