,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,vlf,lf,hf,lf/hf,p_total,vlf_perc,lf_perc,hf_perc,lf_nu,hf_nu,min_lf,min_hf,lf_diff,hf_diff,lfhf_diff
rest,63.255522392312464,948.5337837837837,44.49565960316599,20.448135414276553,46.637534766782075,0.8070175438596491,0.3473684210526316,30.0,32.96679882186627,52.5079239795309,5438.153954752008,0.6278442627957959,0.26666666666666666,355.2653667248302,386.27488371912915,965.5789152202107,0.4000448618236812,1707.11916566417,20.810812383247484,22.62729465455011,56.561892962202414,28.573717366641212,71.42628263335878,650.7196953197827,948.7247769033839,0,0,0
boredom,65.33993850358729,918.2745098039215,53.15640202026563,24.675768153702094,48.91333209080015,0.7550200803212851,0.3815261044176707,36.0,34.584792456048014,66.86293989503869,7264.747341010744,0.5172490547131064,0.3,751.4597228785944,533.4906671038766,977.813021420598,0.5455957891916844,2262.763411403069,33.209822957700986,23.576953048444235,43.21322399385478,35.300030771759545,64.69996922824045,726.5570464227885,901.7002961247717,-147.21578338474745,-12.234106200387373,-0.14555092736800318
flow,70.73182767752867,848.2744186046511,55.87168893690237,56.37996368827955,68.10846838714077,0.6557377049180327,0.16393442622950818,33.0,48.151157730141634,59.94918678275777,9068.592820593603,0.8031995146928429,0.21932830705962988,744.7425108776874,817.5275861193852,618.3585497130888,1.322093122992653,2180.6286467101613,34.15265189702312,37.490454294121136,28.35689380885576,56.935404954335944,43.06459504566407,538.7963127866611,149.23531257565028,-431.25270240025606,347.22036550712187,-0.9220482611689718
flow_ultra,68.03143735826784,881.945205479452,48.449349462236775,44.45263668717898,60.581094126115296,0.7379310344827587,0.22758620689655173,31.0,42.837298027060655,53.549336270229944,7206.527275859211,0.7999594581506605,0.4,367.27848795454713,266.5105984777744,529.5772916784472,0.5032515605665289,1163.3663781107687,31.570319966697294,22.908569775806164,45.521110257496545,33.47753455029636,66.52246544970365,742.1711735987212,845.6106020065303,119.76428524135474,436.0016235417635,-0.10320669874284766
overload,68.39498436781302,877.2573099415205,57.93602432339495,59.60416703980234,73.97986733911702,0.7210682492581603,0.26409495548961426,34.0,52.311655094142736,63.077027026338605,10366.19918320895,0.8293297506285346,0.3666422238517432,874.3600765292374,1038.8140391890265,833.5929077244053,1.246188672627802,2746.767023442669,31.832334852824737,37.81951764831608,30.348147498859184,55.48014233238447,44.519857667615526,269.3576519914717,528.3351039278889,-652.5391554698974,131.98600749580532,-0.8461438108041208
