RR_Interval_ms
1080.0
1026.0
1070.0
1054.0
1010.0
1062.0
1058.0
1000.0
892.0
804.0
808.0
932.0
1042.0
900.0
870.0
832.0
906.0
928.0
844.0
896.0
954.0
1032.0
986.0
990.0
1028.0
1048.0
1012.0
1084.0
1088.0
1080.0
1030.0
1076.0
1086.0
1044.0
1054.0
1050.0
1026.0
1004.0
1052.0
1048.0
1016.0
1050.0
1066.0
1030.0
1026.0
1030.0
1014.0
996.0
1018.0
1044.0
992.0
1004.0
1028.0
1014.0
964.0
988.0
1022.0
988.0
956.0
974.0
962.0
936.0
996.0
1048.0
1004.0
960.0
846.0
830.0
766.0
752.0
768.0
784.0
748.0
800.0
874.0
1002.0
970.0
980.0
1022.0
1062.0
998.0
1042.0
1056.0
1024.0
990.0
1138.0
1146.0
1086.0
1080.0
1130.0
1110.0
1016.0
1022.0
1018.0
938.0
786.0
762.0
830.0
1108.0
1220.0
1108.0
1080.0
1112.0
1108.0
1040.0
1044.0
1036.0
982.0
850.0
906.0
962.0
950.0
1108.0
1156.0
1076.0
1036.0
1074.0
1068.0
982.0
1016.0
1050.0
976.0
1068.0
1058.0
962.0
960.0
958.0
946.0
928.0
986.0
1058.0
968.0
1038.0
1032.0
968.0
996.0
1010.0
966.0
1006.0
1058.0
1068.0
986.0
1018.0
944.0
848.0
940.0
992.0
1042.0
944.0
958.0
1020.0
880.0
950.0
984.0
992.0
956.0
998.0
986.0
854.0
924.0
944.0
872.0
920.0
1014.0
1000.0
942.0
1022.0
1010.0
938.0
974.0
990.0
922.0
968.0
984.0
900.0
916.0
956.0
948.0
864.0
988.0
1150.0
1076.0
1076.0
1096.0
1062.0
990.0
994.0
982.0
922.0
978.0
1004.0
944.0
948.0
970.0
984.0
912.0
1056.0
1116.0
986.0
1064.0
1064.0
876.0
838.0
856.0
864.0
938.0
882.0
1048.0
1122.0
1072.0
1088.0
1098.0
1034.0
988.0
1026.0
1070.0
996.0
1072.0
1100.0
1034.0
1066.0
1042.0
986.0
1044.0
996.0
924.0
962.0
922.0
848.0
974.0
1026.0
974.0
842.0
852.0
900.0
908.0
770.0
814.0
798.0
802.0
744.0
744.0
752.0
760.0
742.0
770.0
866.0
892.0
810.0
806.0
766.0
802.0
882.0
808.0
950.0
972.0
908.0
976.0
1010.0
898.0
944.0
980.0
872.0
980.0
1026.0
938.0
1072.0
996.0
920.0
972.0
908.0
914.0
958.0
926.0
890.0
956.0
956.0
852.0
958.0
1026.0
1026.0
962.0
1024.0
988.0
872.0
902.0
944.0
958.0
878.0
960.0
994.0
910.0
986.0
968.0
836.0
912.0
950.0
894.0
954.0
974.0
896.0
924.0
932.0
882.0
992.0
966.0
918.0
850.0
866.0
848.0
850.0
784.0
788.0
916.0
1020.0
994.0
1046.0
1058.0
968.0
1028.0
996.0
914.0
970.0
1006.0
946.0
1030.0
1038.0
1088.0
1116.0
1088.0
1060.0
1060.0
1000.0
1036.0
1060.0
990.0
952.0
970.0
952.0
842.0
908.0
908.0
866.0
938.0
970.0
834.0
864.0
924.0
932.0
932.0
912.0
856.0
860.0
892.0
754.0
818.0
786.0
782.0
862.0
908.0
838.0
960.0
1018.0
998.0
896.0
946.0
968.0
904.0
922.0
998.0
1070.0
956.0
1036.0
1016.0
992.0
876.0
924.0
922.0
900.0
858.0
950.0
