RR_Interval_ms
820.0
872.0
892.0
846.0
842.0
868.0
872.0
828.0
866.0
882.0
852.0
830.0
862.0
866.0
820.0
860.0
866.0
860.0
858.0
922.0
954.0
900.0
924.0
952.0
970.0
896.0
838.0
858.0
876.0
864.0
832.0
860.0
938.0
982.0
978.0
968.0
906.0
932.0
926.0
862.0
884.0
876.0
852.0
880.0
892.0
854.0
920.0
950.0
886.0
930.0
948.0
876.0
878.0
896.0
886.0
858.0
904.0
902.0
834.0
902.0
926.0
868.0
882.0
930.0
900.0
890.0
924.0
900.0
868.0
898.0
882.0
842.0
876.0
890.0
812.0
844.0
870.0
832.0
816.0
872.0
900.0
882.0
888.0
892.0
880.0
838.0
870.0
904.0
860.0
886.0
916.0
892.0
896.0
908.0
860.0
838.0
862.0
836.0
804.0
824.0
870.0
868.0
856.0
912.0
882.0
848.0
874.0
852.0
810.0
848.0
858.0
818.0
842.0
874.0
886.0
844.0
886.0
872.0
832.0
866.0
876.0
818.0
860.0
882.0
842.0
868.0
906.0
874.0
858.0
890.0
868.0
810.0
836.0
838.0
800.0
828.0
832.0
822.0
826.0
876.0
878.0
836.0
878.0
882.0
826.0
848.0
850.0
808.0
800.0
852.0
878.0
854.0
850.0
894.0
896.0
828.0
868.0
882.0
844.0
838.0
912.0
902.0
854.0
896.0
932.0
928.0
904.0
932.0
914.0
846.0
880.0
882.0
844.0
900.0
916.0
864.0
888.0
934.0
944.0
884.0
878.0
892.0
882.0
832.0
838.0
884.0
870.0
810.0
836.0
810.0
840.0
850.0
818.0
804.0
856.0
882.0
828.0
870.0
874.0
850.0
806.0
856.0
864.0
832.0
830.0
866.0
874.0
810.0
846.0
868.0
820.0
798.0
840.0
862.0
836.0
846.0
882.0
882.0
832.0
870.0
874.0
834.0
804.0
836.0
864.0
850.0
812.0
850.0
884.0
814.0
856.0
880.0
864.0
824.0
860.0
882.0
878.0
844.0
886.0
902.0
852.0
848.0
868.0
880.0
812.0
858.0
890.0
874.0
842.0
890.0
912.0
852.0
892.0
920.0
884.0
844.0
882.0
880.0
838.0
880.0
898.0
842.0
848.0
900.0
926.0
868.0
854.0
884.0
898.0
852.0
808.0
844.0
862.0
872.0
830.0
876.0
864.0
828.0
826.0
860.0
878.0
864.0
834.0
874.0
918.0
862.0
852.0
892.0
910.0
842.0
874.0
868.0
834.0
812.0
858.0
902.0
856.0
882.0
924.0
896.0
866.0
912.0
908.0
848.0
872.0
898.0
908.0
846.0
908.0
922.0
914.0
860.0
886.0
930.0
896.0
892.0
924.0
922.0
870.0
912.0
910.0
848.0
884.0
934.0
926.0
870.0
928.0
946.0
870.0
918.0
902.0
842.0
890.0
888.0
830.0
864.0
902.0
852.0
850.0
894.0
910.0
844.0
864.0
872.0
824.0
806.0
842.0
860.0
810.0
854.0
866.0
830.0
864.0
890.0
856.0
826.0
888.0
888.0
838.0
874.0
882.0
864.0
836.0
874.0
886.0
840.0
884.0
904.0
844.0
862.0
864.0
822.0
844.0
862.0
882.0
926.0
894.0
904.0
944.0
972.0
872.0
884.0
914.0
878.0
830.0
872.0
818.0
794.0
848.0
810.0
876.0
914.0
898.0
854.0
908.0
896.0
828.0
874.0
902.0
842.0
878.0
938.0
890.0
882.0
928.0
882.0
872.0
908.0
888.0
838.0
894.0
904.0
842.0
880.0
900.0
840.0
874.0
920.0
888.0
850.0
912.0
914.0
856.0
898.0
892.0
818.0
818.0
852.0
890.0
852.0
880.0
942.0
952.0
896.0
968.0
942.0
872.0
908.0
908.0
854.0
868.0
920.0
894.0
880.0
938.0
930.0
868.0
942.0
944.0
878.0
932.0
936.0
866.0
912.0
924.0
880.0
906.0
944.0
944.0
890.0
960.0
980.0
896.0
962.0
950.0
870.0
926.0
932.0
862.0
924.0
926.0
860.0
904.0
936.0
876.0
902.0
942.0
916.0
880.0
930.0
922.0
858.0
908.0
906.0
844.0
896.0
906.0
846.0
