,FpZ,FC3,FC4,FCz,O1,O2,Fp2,mean_all,mean_3ch,concentration_FC3,concentration_FC4,concentration_FCz,max_concentration_FC3,max_concentration_FC4,max_concentration_FCz,concentration_mean,max_concentration_mean
rest,0.16520145415860643,0.43959647763297405,0.5348436113577485,0.5153247512771623,0.21075226734669344,0.20319094651529873,0.19246107621936898,0.3230529406439789,0.4965882800892949,,,,,,,,
boredom,0.10427058875380137,0.36898388704445095,0.4060520911580856,0.43424574388569004,0.22286602417078993,0.21127910602130345,0.1332349712727819,0.22054895951881795,0.4030939073627422,0.0706125905885231,0.1287915201996629,0.08107900739147222,0.28477216577243697,0.296791484587137,0.20842971681729194,0.09349437272655274,0.2633311223922887
flow,0.13766417572382547,0.26570343164319804,0.34359753433200924,0.3747420797268059,0.12133805719547698,0.14101880741877937,0.10215525806668074,0.23680651165401895,0.32801434856733774,0.173893045989776,0.19124607702573926,0.14058267155035636,0.331849272351072,0.419868389462159,0.291969291648529,0.1685739315219572,0.34789565115391996
flow_ultra,0.10234360180781694,0.29250553887577835,0.3445540585582354,0.42569093402252395,0.13877496931336467,0.1085601213561526,0.11979299541366578,0.2247776801723876,0.35425017715217927,0.1470909387571957,0.1902895527995131,0.08963381725463831,0.331849272351072,0.37176239657709503,0.248956259689193,0.1423381029371157,0.31752264287245335
overload,0.12533919656117853,0.23832861562321012,0.2728185217077566,0.2917202836056536,0.1312570186200253,0.15854090338808227,0.12259327111837388,0.2749783112031817,0.2676224736455401,0.20126786200976393,0.2620250896499919,0.22360446767150866,0.446493437826349,0.512903028515682,0.4417637573942891,0.22896580644375483,0.4670534079121067
