FpZ,FC3,FC4,FCz,O1,O2,Fp2
0.0975624556870236,0.00354953243675626,0.0416963960973052,0.0223579991595692,0.00436998237413216,0.0116385653634707,0.141565003339132
0.129753907065271,0.00945835417624918,0.0623929602882322,0.0341513590121382,-0.0131984078632169,0.0169528297362543,0.125322933602514
0.121762294456484,0.0216083826655356,0.0651554841896923,0.046107006047358,0.00220209895012069,0.0125035011958602,0.116934297940707
0.129422734598964,0.021157606392759,0.0495935569098049,0.0440160160477279,0.0284978925665829,-0.00716904267176752,0.125277503582368
0.110345541075264,0.0121712240958549,0.0192586279277754,0.011602088818236,0.0182700838777905,0.00306874435324662,0.100759398056827
0.120710982543025,0.0055802505757212,0.0186775028156375,0.012715661688059,0.0294035837774723,0.0257496456098772,0.100622174743391
0.0911857457954819,-0.0243731296763292,-0.0131630902191344,-0.0155743521853039,0.00658284885766992,0.0242314706784888,0.0697369118459531
0.0922348484724108,-0.0483193488209784,-0.0105296865555675,-0.0459921913584042,0.00128279223398228,0.0259597053506321,0.05204180047631
0.0740486579123179,-0.0211519019904651,0.019968981741006,-0.013756044379982,-0.0130522707918311,0.0168268255408398,0.0469485266642942
0.0935358881541908,-0.00256268622242983,0.00447318969552979,0.00693278758958255,0.0131878230982019,0.0285489303020723,0.0454469132393706
0.0843138237773731,-0.00907490345295875,0.00723908819804736,0.0186467164927401,0.0126085015907823,-0.002855808540451,0.0760104518864699
0.108135016423323,0.0150362818293159,0.0348105348259106,0.0441738734127457,0.0157360135980987,0.00879296058139166,0.089393449265885
0.131167622420508,0.0293825287777241,0.0329079141146116,0.0589019024110127,0.0366283473936176,0.0176535228480741,0.0868239689199494
0.128336740014739,0.0265722039615251,0.0262161919810919,0.0533715390448731,0.0345260913312429,0.00258836656645933,0.0929957770738122
0.131250831982608,0.0277701214498497,0.023619435240403,0.0538877064271523,0.00708105955105906,-0.018959237447739,0.0901348788030235
0.113727173646089,0.0478296745229438,0.0202338991133174,0.0757718965074026,0.00708843481529983,-0.0374987089550196,0.107890118831467
0.145399949612192,0.0723031439968512,0.0434709636204567,0.100419522511599,0.0287988394892512,-0.0427938000896397,0.137658675945663
0.142852811576735,0.0779587285190445,0.0385101002125953,0.107031832363448,0.0249517482515568,-0.0435460352217339,0.137245905695764
0.131535441919462,0.0852621222896626,0.0516481994536843,0.115635376971107,0.0132466705763975,-0.0405451151421691,0.130788955057814
0.11007264836079,0.093466260891611,0.0413506012935899,0.121704567664373,0.0195302847700616,-0.0611089536302816,0.129306230174983
0.0774192677343903,0.0936837307891598,0.0412095547336269,0.122909623388692,0.0188892663402644,-0.0493801139845761,0.0971346245471373
0.0839658734526617,0.0903786972641408,0.0408944040556252,0.126171070075663,0.0443696637401358,-0.0288374051195883,0.122818527293155
0.0863730955905758,0.0949781165937521,0.0427237118153503,0.127884920078293,0.0382069367038704,-0.0281355444430225,0.120389573463285
0.0973439489835218,0.109232206854653,0.0446639418825962,0.144249792517564,0.0304466362199799,-0.0355009661915355,0.134838798084769
0.127070898346478,0.116226213537535,0.0542431388226861,0.145485311795616,0.0227910037672173,-0.0613833430779608,0.163572528699683
0.132159025066258,0.122319398710974,0.0479319099466815,0.151577619905921,0.0234243707306186,-0.0660595793775204,0.162127282050243
0.13181479677173,0.150532637168902,0.0717405751564089,0.174878861598934,0.0443819498011238,-0.0547804143790238,0.143073895265714
0.164259510867951,0.1785324845899,0.0881496219210371,0.201037456083551,0.0442393843840107,-0.0418317192892793,0.14222982850304
0.171463953661361,0.20227199466278,0.107057462076119,0.216288337863687,0.0460322210071153,-0.0587818452096255,0.153144810081898
0.172836645541384,0.203091139478523,0.110927076666615,0.218011378606727,0.0156884694556267,-0.0551815977166693,0.149583480156024
0.143046879026567,0.17284338297962,0.0973010362849561,0.200384087063645,0.0044179991271403,-0.0559059742939935,0.132013060224676
0.17046479806456,0.201288041963703,0.12941553243874,0.231653577332859,0.0302810255008835,-0.0318023830941812,0.154960530602902
0.175260593893862,0.21578322851459,0.155205484640642,0.244804421115355,0.0388588051763489,-0.0178645008250278,0.167545708059136
0.145404164610592,0.215842017484417,0.154924697888789,0.24366418904498,0.0299543718229532,-0.0409650206202135,0.135636284597735
0.14797858031039,0.211258435636422,0.15250591851811,0.239374214758328,0.0182696691840563,-0.0424027355799119,0.133678637023534
0.144489266694222,0.210929580183523,0.150137678503035,0.237313964322101,0.0340857036649262,-0.0160651817140141,0.130334977998271
0.149569050892374,0.213488706767471,0.154884250035075,0.240566455957946,0.0418900040428751,0.0131478908436224,0.136386551963263
0.133414901801858,0.198612246744454,0.145343871378105,0.233971047394381,0.0103278056309173,0.0264236823782149,0.112143710794974
0.124427539795819,0.205054119428238,0.156635531534741,0.241925710668481,0.0275367780726111,0.0482346662056087,0.108550365647326
0.102212156314616,0.202960785133829,0.158467073001723,0.239280736551185,0.0336843202855369,0.0458094132685009,0.0834624926584387
0.113092194089223,0.222651154772276,0.176004249901988,0.260890864986888,0.0414991625295743,0.0306654944350979,0.0920444942020999
0.115522644336227,0.231304946926686,0.185012164770293,0.266504751712239,0.0326551533857438,0.0569744452815029,0.0993300657439644
0.106123611134495,0.222273627838761,0.177865457838484,0.263992459860962,0.037693076554766,0.0702111271451546,0.1050961813126
0.12250743091517,0.230686793552023,0.182968149791699,0.270434275559453,0.0588927556672482,0.0616547039193496,0.118853167245071
0.139329943919354,0.244381494383602,0.18068791441332,0.274583462712341,0.0550683882148238,0.0520715973623615,0.143122860800662
0.130318748663553,0.234009680197841,0.173520153217019,0.2611776320557,0.0612040481288385,0.0671056926855362,0.166436870251612
0.131908973527547,0.201212688097504,0.152185759153178,0.230301456554966,0.0804354231645587,0.0843378248506765,0.163801833416598
